3.376536809,44,403,0,10b57e6 #6538,0xA55E8f346a2E48045F0418AAe297aae166F614ce,ipfs/bafybeiagtega7rplvxmisdplxpc47oaqnkf4vwuxnk3tb6ufe2yahnvn2i/6538.png,Atlantic Sunshine,Cold Comet Glare,Mudcrab,Earth Circle 11,Abstract,None,None,5,0,0.053177307,0.010072582,0.314175678,0.030069619,0.016442009,0.966375352,0.986372389,0.017627018,0.999703748,0.000148126,4.513203343,41.69735294,6.365865158,13.16943842,36.49189189,8.123137646,5.880132152,22.69243697,1.00029634,135.02,274.9537549
6.006073174,5801,5591,1,10b57e6 #2697,0xA55E8f346a2E48045F0418AAe297aae166F614ce,ipfs/bafybeiagtega7rplvxmisdplxpc47oaqnkf4vwuxnk3tb6ufe2yahnvn2i/2697.png,Seychelles Shallow,None,Langoustine,Untextured,None,None,None,2,0,0.777514442,0.794845208,0.198044734,0.291808621,0.950673974,0.966375352,0.986372389,0.216264257,0.999703748,0.040734706,0.308675938,0.528404771,10.0987285,6.168426396,0.631131194,8.123137646,5.880132152,1.849589041,1.00029634,0.490981818,35.07950379
5.925196267,5522,3187,2,10b57e6 #4709,0xA55E8f346a2E48045F0418AAe297aae166F614ce,ipfs/bafybeiagtega7rplvxmisdplxpc47oaqnkf4vwuxnk3tb6ufe2yahnvn2i/4709.png,Seychelles Shallow,None,Shrimp,Misty,None,None,None,3,0,0.777514442,0.794845208,0.383054362,0.051992297,0.950673974,0.966375352,0.986372389,0.575766553,0.999703748,0.014664494,0.308675938,0.528404771,5.221191029,34.62051282,0.631131194,8.123137646,5.880132152,0.69472601,1.00029634,1.363838384,58.37204628
5.902088579,5016,5307,3,10b57e6 #5360,0x5D452EbcdcFFCb19BEB7cf190911cDe3B538d278,ipfs/bafybeiagtega7rplvxmisdplxpc47oaqnkf4vwuxnk3tb6ufe2yahnvn2i/5360.png,Seychelles Shallow,None,Shrimp,Earth Circle 12,None,None,None,3,0,0.777514442,0.794845208,0.383054362,0.03318027,0.950673974,0.966375352,0.986372389,0.575766553,0.999703748,0.010368834,0.308675938,0.528404771,5.221191029,11.93480357,0.631131194,8.123137646,5.880132152,0.69472601,1.00029634,1.928857143,36.25135579
5.701970079,3001,1771,4,10b57e6 #5667,0x5D452EbcdcFFCb19BEB7cf190911cDe3B538d278,ipfs/bafybeiagtega7rplvxmisdplxpc47oaqnkf4vwuxnk3tb6ufe2yahnvn2i/5667.png,Seychelles Shallow,None,Langoustine,Diamond,None,None,None,3,0,0.777514442,0.794845208,0.198044734,0.023700193,0.950673974,0.966375352,0.986372389,0.575766553,0.999703748,0.004740039,0.308675938,0.528404771,10.0987285,75.94875,0.631131194,8.123137646,5.880132152,0.69472601,1.00029634,4.219375,107.4333575
4.139534884,224,172,5,10b57e6 #59,0x5D452EbcdcFFCb19BEB7cf190911cDe3B538d278,ipfs/bafybeiagtega7rplvxmisdplxpc47oaqnkf4vwuxnk3tb6ufe2yahnvn2i/59.png,Arctic Fade,Full Moon Glare,Lobster,Gold,None,None,None,4,0,0.111242779,0.011405718,0.104725226,0.008887572,0.950673974,0.966375352,0.986372389,0.190045919,0.999703748,0.000148126,2.157443409,36.82363636,19.09759547,202.53,0.631131194,8.123137646,5.880132152,2.104754482,1.00029634,135.02,413.3681271
5.481410161,2558,5772,6,10b57e6 #286,0xA55E8f346a2E48045F0418AAe297aae166F614ce,ipfs/bafybeiagtega7rplvxmisdplxpc47oaqnkf4vwuxnk3tb6ufe2yahnvn2i/286.png,Arctic Fade,None,Mudcrab,Untextured,None,None,None,2,0,0.111242779,0.794845208,0.314175678,0.291808621,0.950673974,0.966375352,0.986372389,0.216264257,0.999703748,0.066212413,2.157443409,0.528404771,6.365865158,6.168426396,0.631131194,8.123137646,5.880132152,1.849589041,1.00029634,0.302058166,33.00648427
6.147681825,6169,6169,7,10b57e6 #5895,0x05E2461c8c10138aEE241268f28dE6003D3DBAdB,ipfs/bafybeiagtega7rplvxmisdplxpc47oaqnkf4vwuxnk3tb6ufe2yahnvn2i/5895.png,Seychelles Shallow,None,Mudcrab,Untextured,None,None,None,2,0,0.777514442,0.794845208,0.314175678,0.291808621,0.950673974,0.966375352,0.986372389,0.216264257,0.999703748,0.066212413,0.308675938,0.528404771,6.365865158,6.168426396,0.631131194,8.123137646,5.880132152,1.849589041,1.00029634,0.302058166,31.1577168
5.89971856,4994,5275,8,10b57e6 #4520,0xca4aD39F872E89Ef23eABd5716363Fc22513E147,ipfs/bafybeiagtega7rplvxmisdplxpc47oaqnkf4vwuxnk3tb6ufe2yahnvn2i/4520.png,Seychelles Shallow,None,Shrimp,Earth Circle 10,None,None,None,3,0,0.777514442,0.794845208,0.383054362,0.032143386,0.950673974,0.966375352,0.986372389,0.575766553,0.999703748,0.009035698,0.308675938,0.528404771,5.221191029,12.31979724,0.631131194,8.123137646,5.880132152,0.69472601,1.00029634,2.213442623,36.92093494
5.149014961,1813,2334,9,10b57e6 #2505,0xc068859612520f94338dfE0932973A6c8a9bB82D,ipfs/bafybeiagtega7rplvxmisdplxpc47oaqnkf4vwuxnk3tb6ufe2yahnvn2i/2505.png,Seychelles Shallow,None,Mudcrab,Untextured,Realistic,None,None,3,0,0.777514442,0.794845208,0.314175678,0.291808621,0.01718264,0.966375352,0.986372389,0.575766553,0.999703748,0.001036883,0.308675938,0.528404771,6.365865158,6.168426396,34.91896552,8.123137646,5.880132152,0.69472601,1.00029634,19.28857143,83.27720136
5.962079692,5579,4074,10,10b57e6 #5017,0xCe71eC2Db82d10FE60F053CBb5009aCb171f3190,ipfs/bafybeiagtega7rplvxmisdplxpc47oaqnkf4vwuxnk3tb6ufe2yahnvn2i/5017.png,Seychelles Shallow,None,Shrimp,Gradient,None,None,None,3,0,0.777514442,0.794845208,0.383054362,0.088283217,0.950673974,0.966375352,0.986372389,0.575766553,0.999703748,0.015256999,0.308675938,0.528404771,5.221191029,20.38892617,0.631131194,8.123137646,5.880132152,0.69472601,1.00029634,1.310873786,44.08749504
5.837061176,4141,2623,11,10b57e6 #5172,0x74DC3d7e4a813e5D5F399De94C6772B849656F4C,ipfs/bafybeiagtega7rplvxmisdplxpc47oaqnkf4vwuxnk3tb6ufe2yahnvn2i/5172.png,Seychelles Shallow,None,Mudcrab,Membrane,None,None,None,3,0,0.777514442,0.794845208,0.314175678,0.038660939,0.950673974,0.966375352,0.986372389,0.575766553,0.999703748,0.008739446,0.308675938,0.528404771,6.365865158,46.55862069,0.631131194,8.123137646,5.880132152,0.69472601,1.00029634,2.288474576,72.37946447
4.891719745,924,370,12,10b57e6 #5894,0x42Dd6252b9be3Dad03220E8F730C300564d741a8,ipfs/bafybeiagtega7rplvxmisdplxpc47oaqnkf4vwuxnk3tb6ufe2yahnvn2i/5894.png,Seychelles Shallow,None,Mudcrab,Earth Circle 01,None,Klibansky,None,4,0,0.777514442,0.794845208,0.314175678,0.034069027,0.950673974,0.033624648,0.986372389,0.190045919,0.999703748,0.000740631,0.308675938,0.528404771,6.365865158,11.62346087,0.631131194,233.4596916,5.880132152,2.104754482,1.00029634,27.004,288.9064125
6.147681825,6061,6061,13,10b57e6 #772,0x42Dd6252b9be3Dad03220E8F730C300564d741a8,ipfs/bafybeiagtega7rplvxmisdplxpc47oaqnkf4vwuxnk3tb6ufe2yahnvn2i/772.png,Seychelles Shallow,None,Mudcrab,Untextured,None,None,None,2,0,0.777514442,0.794845208,0.314175678,0.291808621,0.950673974,0.966375352,0.986372389,0.216264257,0.999703748,0.066212413,0.308675938,0.528404771,6.365865158,6.168426396,0.631131194,8.123137646,5.880132152,1.849589041,1.00029634,0.302058166,31.1577168
